date,CLOSE,OPEN,HIGH,LOW,VOLUME
2020-08-28,2213.3999,2295.12012,2318.48999,2186.52002,20038951
2020-08-31,498.32001,444.60999,500.14001,440.10999,118162555
2020-09-01,475.04999,502.14001,502.48999,470.51001,89635564
2020-09-02,447.37,478.98999,479.04001,405.12061,95994895
2020-09-03,407.0,407.23001,431.79999,402.0,87400772
2020-09-04,418.32001,402.81,428.0,372.02011,110008611
2020-09-08,330.20999,356.0,368.73999,329.88,115388993
2020-09-09,366.28,356.60001,369.0,341.51001,79251067
2020-09-10,371.34,386.20999,398.98999,360.56,84643215
2020-09-11,372.72,381.94,382.5,360.5,60497681
2020-09-14,419.62,380.95001,420.0,373.29999,82819345
2020-09-15,449.76001,436.56,461.94,430.70001,97061530
2020-09-16,441.76001,439.87,457.79001,435.31,72257406
2020-09-17,423.42999,415.60001,437.79001,408.00009,76531023
2020-09-18,442.14999,447.94,451.0,428.79999,86232236
2020-09-21,449.39001,453.13,455.67999,407.07001,109322871
2020-09-22,424.23001,429.60001,437.76001,417.6001,79505713
2020-09-23,380.35999,405.16,412.14999,375.8801,95163352
2020-09-24,387.79001,363.79999,399.5,351.29999,96354838
2020-09-25,407.34,393.47,408.7323,391.29999,67112771
2020-09-28,421.20001,424.62,428.07999,415.54999,49650747
2020-09-29,419.07001,416.0,428.5,411.60001,50269232
2020-09-30,429.01001,421.32001,433.92999,420.47,48093567
2020-10-01,448.16,440.76001,448.88,434.42001,50704582
2020-10-02,415.09,421.39001,439.13,415.0,71316583
2020-10-05,425.67999,423.35001,433.64001,419.32999,44671189
2020-10-06,413.98001,423.79001,428.77991,406.04999,49066890
2020-10-07,425.29999,419.87,429.89999,413.845,43065740
2020-10-08,425.92001,438.44,439.0,425.29999,40367982
2020-10-09,434.0,430.13,434.5899,426.46011,29147928
2020-10-12,442.29999,442.0,448.73999,438.57999,38729540
2020-10-13,446.64999,443.35001,448.89001,436.60001,34493626
2020-10-14,461.29999,449.78,465.89999,447.35001,47985742
2020-10-15,448.88,450.31,456.57001,442.5,35627593
2020-10-16,439.67001,454.44,455.94989,438.85001,32718354
2020-10-19,430.82999,446.23999,447.0,428.87,36229039
2020-10-20,421.94,431.75,431.75,419.05011,31630411
2020-10-21,422.64001,422.70001,432.95001,421.25,32355729
2020-10-22,425.79001,441.92001,445.23001,424.51001,39880101
2020-10-23,420.63,421.84,422.88589,407.3801,33680860
2020-10-26,420.28,411.63,425.76001,410.0,28208054
2020-10-27,424.67999,423.76001,430.5,420.10001,22646668
2020-10-28,406.01999,416.48001,418.60001,406.0,25411314
2020-10-29,410.82999,409.95999,418.06,406.45999,22626811
2020-10-30,388.04001,406.89539,407.59149,379.10999,42496253
2020-11-02,400.51001,394.0,406.97989,392.29999,28955922
2020-11-03,423.89999,409.73001,427.76999,406.69,34288743
2020-11-04,420.98001,430.62,435.39999,417.10001,32074931
2020-11-05,438.09,428.29999,440.0,424.00009,28356439
2020-11-06,429.95001,436.10001,436.57001,424.28,21678176
2020-11-09,421.26001,439.5,452.5,421.0,34714333
2020-11-10,410.35999,420.09,420.09,396.03009,30243227
2020-11-11,417.13,416.45001,418.69501,410.57999,17342191
2020-11-12,411.76001,415.04999,423.0,409.51999,19929780
2020-11-13,408.5,410.85001,412.53189,401.66,19783651
2020-11-16,408.09,408.92999,412.45001,404.08679,27057271
2020-11-17,441.60999,460.17001,462.0,433.01001,60954449
2020-11-18,486.64001,448.35001,496.0,443.50009,77859674
2020-11-19,499.26999,492.0,508.61121,487.57001,62268374
2020-11-20,489.60999,497.98999,502.5,489.06,32848021
2020-11-23,521.84998,503.5,526.0,501.79001,50179425
2020-11-24,555.38,540.40002,559.98999,526.20001,53548761
2020-11-25,574.0,550.06,574.0,545.37,48880675
2020-11-27,585.76001,581.15997,598.78003,578.45001,37371675
2020-11-30,567.59998,602.21002,607.79999,554.51001,62814338
2020-12-01,584.76001,597.59003,597.84998,572.04999,40297471
2020-12-02,568.82001,556.44,571.53998,541.21002,47704658
2020-12-03,593.38,590.02002,598.96997,582.42999,42491073
2020-12-04,599.03998,591.01001,599.03998,585.5,29363619
2020-12-07,641.76001,604.91968,648.78558,603.04999,56181268
2020-12-08,649.88,625.505,651.28003,618.5,63945819
2020-12-09,604.47998,653.69,654.32001,588.0,71155257
2020-12-10,627.07001,574.37,627.75,566.34003,66930698
2020-12-11,609.98999,615.01001,624.0,596.79999,46800665
2020-12-14,639.83002,619.0,642.74988,610.20007,51908816
2020-12-15,633.25,643.28003,646.90002,623.79999,45101693
2020-12-16,622.77002,628.22998,632.5,605.0,42031553
2020-12-17,655.90002,628.19,658.82001,619.5,56149948
